Merchantnumber,recency,frequency,monetary_value
62006362004041,3,152,851872008
62006362004053,0,5,11781004
62006362004056,3,108,598689004
62006362004058,0,124,817247033
62006362004067,5,2,11004
62006362004086,0,1041,464973504
62006362004087,0,82,515931004
62006362004093,9,2,2006
62006362004114,0,62,34336004
62006362004119,14,94,63600004
62006362004135,4,8,8972011
62006362004138,3,27,7776004
62006362004148,0,217,39231084
62006362004151,15,1,1004
62006362004160,0,237,44744012
62006362004167,20,2,101004
62006362004173,28,1,1004
62006362004174,0,307,201985009
62006362004177,0,470,148036004
62006362004191,4,14,922541004
62006362004192,0,236,151711004
62006362004209,0,459,336846004
62006362004211,0,60,32797004
62006362004224,0,62,13060008
62006362004226,10,5,252008
62006362004233,0,86,222661004
62006362004234,5,1,1004
62006362004237,4,34,6526004
62006362004247,1,16,38811004
62006362004248,0,49,20141004
62006362004252,3,10,61346584
62006362004254,1,20,1174231004
62006362004256,1,6,3511004
62006362004258,0,147,10624004
62006362004262,2,2,8780004
62006362004270,0,88,15441004
62006362004275,0,1,1004
62006362004287,2,86,19395004
62006362004288,0,31,14521004
62006362004296,0,117,59636004
62006362004311,0,25,28566004
62006362004315,8,5,100002009
62006362004328,25,3,3013
62006362004332,2,56,34791004
62006362004333,1,3,150508004
62006362004341,0,36,42700004
62006362004342,0,140,24206004
62006362004344,0,243,88731004
62006362004347,27,1,1004
62006362004362,0,175,126861004
62006362004364,0,62,207645000
62006362004372,2,430,148048113
62006362004376,3,28,1567576905
62006362004395,5,1,1004
62006362004405,2,15,48391004
62006362004406,0,70,38132004
62006362004410,1,40,402521004
62006362004413,0,92,11038004
62006362004421,0,248,80993592
62006362004425,0,43,12761004
62006362004427,5,19,63922008
62006362004443,7,15,97181004
62006362004453,0,104,97116004
62006362004456,0,81,48102004
62006362004462,0,66,13022008
62006362004490,0,149,20803504
62006362004493,3,72,14935008
62006362004495,11,3,121004
62006362004502,2,60,13789004
62006362004504,0,73,92601004
62006362004505,0,56,48877008
62006362004509,4,44,28706004
62006362004510,5,61,15897004
62006362004514,0,46,37301004
62006362004517,0,87,26170508
62006362004518,0,202,5713004
62006362004523,0,291,81671004
62006362004525,0,79,10421004
62006362004542,0,77,25808004
62006362004543,3,2,11004
62006362004550,3,3,102008
62006362004571,0,44,7847004
62006362004574,5,1,1004
62006362004575,0,101,81091004
62006362004587,3,19,222251004
62006362004593,0,200,152572004
62006362004597,0,28,12781004
62006362004599,0,8,42491004
62006362004608,0,31,164471004
62006362004638,2,23,241951004
62006362004642,9,15,1369004
62006362004643,0,131,58789004
62006362004654,0,14,14546004
62006362004664,1,14,20871004
62006362004670,0,33,1926701004
62006362004672,0,128,27532006
62006362004680,0,39,47903004
62006362004689,0,15,4042004
62006362004691,0,2,11004
62006362004701,0,950,508406509
62006362004703,0,57,22696004
62006362004709,2,4,6611004
62006362004734,0,225,322135868
62006362004747,0,25,60093504
62006362004748,4,2,11004
62006362004749,1,101,170129010
62006362004751,4,59,1086121004
62006362004755,27,16,20800000
62006362004766,0,93,3917831004
62006362004772,9,12,458261004
62006362004779,0,69,259032004
62006362004781,1,53,6536004
62006362004782,0,216,464911004
62006362004793,0,159,34006099
62006362004797,10,2,55004
62006362004799,0,32,6722004
62006362004803,3,14,139706004
62006362004804,0,38,57249004
62006362004807,20,2,51004
62006362004815,0,209,87140004
62006362004816,0,32,53481004
62006362004818,7,49,3061004
62006362004819,0,28,38653004
62006362004824,0,259,517925678
62006362004830,1,35,6061004
62006362004853,0,2,11004
62006362004866,0,101,71227004
62006362004867,5,60,35711004
62006362004870,1,8,28001004
62006362004880,1,100,81401004
62006362004881,2,119,66331004
62006362004911,23,1,1004
62006362004913,13,1,1004
62006362004927,1,50,751835753
62006362004928,3,13,687844014
62006362004933,17,2,101004
62006362004935,2,4,225001004
62006362004937,0,29,88761004
62006362004941,0,25,128730116
62006362004958,1,49,67181004
62006362004962,0,15,3496004
62006362004969,0,2,11004
62006362004973,0,2,11004
62006362004974,0,2,11004
62006362004977,13,7,2766004
62006362004978,14,5,801004
62006362004982,0,48,71711004
62006362004984,0,93,18776004
62006362004985,0,179,105347004
62006362004991,0,54,49621004
62006362004998,0,41,121232008
62006362005000,3,2,11004
62006362005003,0,2,11004
62006362005006,0,403,103261004
62006362005007,0,510,1869476004
62006362005010,1,52,2090306004
62006362005012,25,1,1004
62006362005015,0,44,171960000
62006362005017,0,39,64730000
62006362005018,3,25,57667000
62006362005027,0,40,197093012
62006362005028,1,13,2216000000
62006362005030,0,257,273864004
62006362005044,0,38,36802008
62006362005056,0,162,45251004
62006362005077,16,13,26295044
62006362005080,3,102,114281012
62006362005083,5,30,10584004
62006362005084,0,23,202789794
62006362005085,3,173,63461004
62006362005088,0,46,53911004
62006362005092,0,524,122930508
62006362005101,0,273,205081004
62006362005106,0,358,164711004
62006362005124,7,6,531004
62006362005133,12,141,238183004
62006362005142,0,32,28770000
62006362005148,2,52,74741004
62006362005159,4,158,283112604
62006362005168,0,157,60553504
62006362005181,0,55,148191004
62006362005183,0,5,35051004
62006362005189,0,46,2612008
62006362005224,2,6,582001004
62006362005228,2,20,467041004
62006362005237,5,54,22400442410
62006362005246,2,40,36746004
62006362005250,5,1,1004
62006362005254,0,8,389004
62006362005257,0,157,84011004
62006362005259,0,258,64916004
62006362005267,2,25,1667504
62006362005277,0,341,498128013
62006362005285,0,83,119844404
62006362005287,0,52,14723004
62006362005305,2,18,15801004
62006362005307,1,75,80096004
62006362005308,0,2,11004
62006362005309,3,4,6451004
62006362005313,2,70,9531004
62006362005340,0,2,11004
62006362005342,0,2,11004
62006362005347,0,2,11004
62006362005348,0,9,29861004
62006362005350,0,2,11004
62006362005353,1,15,3611004
62006362005354,20,1,1004
62006362005356,0,2,11004
62006362005357,0,2,11004
62006362005364,0,41,207011004
62006362005367,17,1,1004
62006362005372,0,147,139991543
62006362005379,2,263,557981004
62006362005385,0,212,103131004
62006362005387,28,1,1004
62006362005402,9,30,62921004
62006362005405,5,1,1004
62006362005408,5,8,63001004
62006362005409,0,123,27684004
62006362005425,9,10,21372582
62006362005432,1,7,1259679
62006362005433,0,262,184581004
62006362005452,0,93,269526004
62006362005455,3,2,11004
62006362005460,0,13,4641004
62006362005466,5,6,196001004
62006362005470,0,2,2008
62006362005472,16,1,1004
62006362005473,0,995,180685504
62006362005475,0,55,57837008
62006362005494,3,5,44001004
62006362005497,2,7,750700000
62006362005514,1,6,239371004
62006362005525,0,468,314508004
62006362005534,13,12,41568911
62006362005535,0,12,212111004
62006362005558,4,167,33005657
62006362005561,2,7,11921004
62006362005569,0,34,2708047099
62006362005573,0,121,241031004
62006362005579,6,234,161171004
62006362005582,2,69,30166004
62006362005587,7,74,16033099
62006362005593,12,8,20051004
62006362005594,0,110,18672009
62006362005596,12,40,102251004
62006362005606,1,90,45026004
62006362005622,0,12,7454020
62006362005624,3,14,17303016
62006362005626,1,8,3328016
62006362005629,0,150,435028740
62006362005633,0,109,79421371
62006362005659,5,2,11004
62006362005674,0,2,11004
62006362005675,0,72,73546504
62006362005678,1,8,19001008
62006362005702,10,7,2146004
62006362005707,13,7,64051004
62006362005718,0,359,693970004
62006362005720,0,272,88037004
62006362005726,3,23,30112099
62006362005735,3,1,1004
62006362005741,0,54,319319004
62006362005742,1,31,268371004
62006362005745,0,12,2207004
62006362005750,14,1,1004
62006362005751,0,36,605452008
62006362005752,0,141,58872004
62006362005767,0,179,227081004
62006362005781,0,319,145201004
62006362005787,0,93,36301004
62006362005794,3,9,5933016
62006362005804,11,24,20000004
62006362005805,12,60,1321004
62006362005806,0,463,69501443
62006362005816,0,56,8562508
62006362005819,0,254,56001004
62006362005825,19,26,16514004
62006362005829,3,21,15101004
62006362005847,0,24,3262008
62006362005848,17,3,12009
62006362005852,0,75,255350000
62006362005855,2,63,223561004
62006362005870,14,11,1274004
62006362005871,0,254,43620004
62006362005873,0,70,24029004
62006362005876,0,54,113711004
62006362005877,0,823,395114004
62006362005878,0,163,60165004
62006362005881,4,96,50859004
62006362005886,3,2,11004
62006362005896,1,25,310801004
62006362005910,0,48,2778004
62006362005911,5,39,6511015013
62006362005921,0,263,15662004
62006362005929,20,4,350004
62006362005933,3,2,11004
62006362005937,3,7,478004
62006362005938,0,116,48166004
62006362005939,0,35,2985008
62006362005951,3,2,11004
62006362005966,14,1,1004
62006362005967,0,2,11004
62006362005969,0,2,11004
62006362005970,2,49,132871004
62006362005971,0,163,132411004
62006362005972,0,338,291961004
62006362005976,0,122,45336004
62006362005979,5,26,5111004
62006362005988,2,23,40963004
62006362006004,0,318,235111004
62006362006017,2,54,4155504
62006362006035,2,13,35001004
62006362006040,0,111,69241004
62006362006042,3,21,3441004
62006362006045,1,86,33238004
62006362006056,0,5,400001004
62006362006060,2,27,36431004
62006362006061,0,216,206701004
62006362006063,3,2,11004
62006362006067,0,65,22166004
62006362006081,0,45,1737064
62006362006084,1,93,762125004
62006362006091,14,208,140611004
62006362006105,3,17,4771004
62006362006110,15,22,947004
